0,0,0.105010530822
0,1,0.0933610205134
0,2,0.0921061009022
0,3,0.0995441156416
0,4,0.0849201077503
0,5,0.067086675765
0,6,0.0613707371404
0,7,0.0605248860952
0,8,0.0625949314108
0,9,0.075102123663
0,10,0.0785180160389
1,0,0.0758630507126
1,1,0.0777915988511
1,2,0.0832525704373
1,3,0.0907272338539
1,4,0.0793591470463
1,5,0.0663055723098
1,6,0.0643349001463
1,7,0.0665906767825
1,8,0.0698499864697
1,9,0.0744590230963
1,10,0.0773863420588
2,0,0.0605101161813
2,1,0.0689623851869
2,2,0.0769961411827
2,3,0.0805195567005
2,4,0.0725564854727
2,5,0.0664256977087
2,6,0.0684978208149
2,7,0.0714850713246
2,8,0.0705682699171
2,9,0.0717250463456
2,10,0.0750843758364
3,0,0.065281771203
3,1,0.0749665971567
3,2,0.0817728980389
3,3,0.0775669718454
3,4,0.0724683294368
3,5,0.0743182121058
3,6,0.0770938536873
3,7,0.075229843973
3,8,0.0715276915456
3,9,0.0703955104484
3,10,0.0726659512045
4,0,0.0693293867743
4,1,0.0799288779685
4,2,0.0831573167115
4,3,0.0727371819641
4,4,0.0726441018297
4,5,0.0834864985961
4,6,0.0876133543202
4,7,0.0831664024976
4,8,0.0759808747246
4,9,0.073537590234
4,10,0.0788219789511
5,0,0.0683517400699
5,1,0.0767043436929
5,2,0.0746172352515
5,3,0.0639726487478
5,4,0.0674440068611
5,5,0.0811626227859
5,6,0.0885386468195
5,7,0.086459345523
5,8,0.0803052022714
5,9,0.0844075041154
5,10,0.0986511099314
6,0,0.0659123205863
6,1,0.0716222807315
6,2,0.0697275168385
6,3,0.0650896594919
6,4,0.0704933487788
6,5,0.0801255704824
6,6,0.0834160208809
6,7,0.079109853009
6,8,0.0785411815159
6,9,0.0946164357145
6,10,0.117864625281
7,0,0.0671033683596
7,1,0.0790125018891
7,2,0.0835985098677
7,3,0.0808426361212
7,4,0.0838482086816
7,5,0.0885814347829
7,6,0.0881036452338
7,7,0.0785851684219
7,8,0.0765959341667
7,9,0.0952508202794
7,10,0.127208973651
8,0,0.0840398379532
8,1,0.105113159267
8,2,0.107762269645
8,3,0.0955858646947
8,4,0.0907996674315
8,5,0.0944191711281
8,6,0.0994545980469
8,7,0.0901532790158
8,8,0.0825243705264
8,9,0.100179709085
8,10,0.137173763108
9,0,0.111250494719
9,1,0.123967398122
9,2,0.10909198385
9,3,0.0888285072098
9,4,0.0813349156063
9,5,0.0860794611158
9,6,0.0986683223092
9,7,0.0994230401431
9,8,0.0944144578287
9,9,0.11324721268
9,10,0.143386240384
10,0,0.119232355526
10,1,0.103469494168
10,2,0.0845217711939
10,3,0.074555441393
10,4,0.0715814402561
10,5,0.0750628288042
10,6,0.0874782068951
10,7,0.100283910485
10,8,0.104649596661
10,9,0.119074124851
10,10,0.131578055005
